Order ID,Customer ID,IDSeller,Order Date,Ship Date,Postal Code,IDShip,IDSegment,Returned
CA-2017-103520,MH-17785,1,2017-09-23,2017-09-25,79424,3,2,Not
CA-2017-167381,EH-14005,1,2017-09-22,2017-09-24,48911,2,1,Not
CA-2017-122196,CA-12265,3,2017-09-22,2017-09-24,19805,3,3,Not
CA-2017-160325,BP-11095,3,2017-09-24,2017-09-24,1841,4,2,Not
US-2017-148866,JM-15535,3,2017-09-19,2017-09-24,10011,1,3,Not
CA-2017-102974,DP-13105,2,2017-09-19,2017-09-24,90032,1,2,Not
CA-2017-142391,PB-19150,2,2017-09-24,2017-09-24,98115,4,3,Not
CA-2017-162789,LC-17140,3,2017-09-22,2017-09-24,10035,2,3,Not
CA-2017-139619,ES-14080,4,2017-09-19,2017-09-23,32935,1,2,Not
CA-2017-106180,SH-19975,2,2017-09-18,2017-09-23,94122,1,2,Not
CA-2017-161053,JE-15745,4,2017-09-22,2017-09-23,72701,3,3,Not
CA-2017-134439,TM-21010,1,2017-09-18,2017-09-23,68801,2,3,Not
CA-2017-132262,ML-18265,2,2017-09-21,2017-09-23,98103,3,3,Not
CA-2017-139787,JP-16135,4,2017-09-19,2017-09-23,31907,1,1,Not
CA-2017-165155,BM-11575,2,2017-09-21,2017-09-23,90045,3,2,Not
CA-2017-126928,GZ-14470,3,2017-09-17,2017-09-23,7960,1,3,Not
CA-2017-133333,BF-11020,1,2017-09-18,2017-09-22,54302,1,2,Not
CA-2017-157931,MO-17800,4,2017-09-17,2017-09-22,30076,2,1,Not
CA-2017-166856,TS-21505,2,2017-09-18,2017-09-22,88101,1,3,Not
CA-2017-164756,SS-20140,4,2017-09-18,2017-09-22,31907,1,2,Not
CA-2017-105669,SJ-20125,1,2017-09-17,2017-09-22,77036,2,1,Not
CA-2017-112515,AS-10225,2,2017-09-17,2017-09-21,84604,2,2,Not
CA-2017-134173,AB-10060,3,2017-09-16,2017-09-21,19143,1,1,Not
US-2017-163300,ES-14020,2,2017-09-15,2017-09-21,90049,1,3,Not
CA-2017-140508,PA-19060,1,2017-09-18,2017-09-21,75220,3,1,Not
CA-2017-139822,Dp-13240,3,2017-09-15,2017-09-21,6708,1,1,Not
CA-2017-144113,JF-15355,1,2017-09-16,2017-09-20,78745,1,3,Not
CA-2017-131016,DC-12850,1,2017-09-18,2017-09-20,76017,3,3,Not
CA-2017-145737,AB-10165,4,2017-09-15,2017-09-20,37087,1,3,Not
CA-2017-134418,GM-14500,2,2017-09-15,2017-09-20,98103,1,3,Not
CA-2017-130715,CY-12745,2,2017-09-16,2017-09-20,94110,1,2,Not
CA-2017-142293,SC-20380,2,2017-09-17,2017-09-20,83704,3,3,Not
CA-2017-130043,BB-11545,1,2017-09-15,2017-09-19,77070,1,2,Not
CA-2017-163020,MO-17800,3,2017-09-15,2017-09-19,10009,1,1,Not
US-2017-116652,RD-19480,2,2017-09-15,2017-09-19,94122,1,3,Not
CA-2017-124205,TC-21145,3,2017-09-15,2017-09-19,8701,1,2,Not
CA-2017-146185,CC-12145,1,2017-09-15,2017-09-19,77095,1,3,Not
CA-2017-139493,SG-20605,4,2017-09-13,2017-09-19,28806,1,3,Not
CA-2017-160801,FG-14260,3,2017-09-19,2017-09-19,19120,4,1,Not
CA-2017-108931,HZ-14950,3,2017-09-14,2017-09-19,10024,1,3,Yes
CA-2017-130302,CY-12745,3,2017-09-14,2017-09-19,45503,1,2,Not
CA-2017-136448,AS-10090,3,2017-09-16,2017-09-18,19143,3,3,Not
CA-2017-112984,EH-14185,3,2017-09-16,2017-09-18,19143,2,3,Not
US-2017-157224,JB-16000,2,2017-09-14,2017-09-18,90045,2,3,Not
CA-2017-141446,CL-12700,4,2017-09-16,2017-09-18,41042,2,1,Not
CA-2017-114440,TB-21520,1,2017-09-14,2017-09-17,49201,2,3,Not
CA-2017-118136,BB-10990,2,2017-09-16,2017-09-17,90301,3,2,Not
CA-2017-132353,DB-13060,1,2017-09-15,2017-09-17,60653,3,3,Not
CA-2017-121888,CL-11890,3,2017-09-15,2017-09-17,2149,2,3,Not
CA-2017-137470,TP-21415,2,2017-09-17,2017-09-17,98115,4,3,Not
CA-2017-165008,DO-13645,2,2017-09-15,2017-09-17,84106,2,3,Yes
CA-2017-127096,CS-12400,2,2017-09-15,2017-09-17,94109,2,1,Not
CA-2017-115882,DB-13555,4,2017-09-14,2017-09-17,27604,3,2,Not
CA-2017-152975,RB-19705,3,2017-09-14,2017-09-16,10035,3,1,Not
CA-2017-147361,SB-20290,4,2017-09-09,2017-09-15,29501,1,2,Not
US-2017-159562,JB-16000,1,2017-09-09,2017-09-15,48066,1,3,Not
CA-2017-139444,GK-14620,1,2017-09-09,2017-09-15,75023,1,2,Not
CA-2017-156237,PS-18760,3,2017-09-14,2017-09-15,19140,3,3,Not
CA-2017-168403,DK-12835,2,2017-09-09,2017-09-15,97206,1,2,Not
CA-2017-103877,RD-19660,1,2017-07-09,2017-09-14,64055,1,1,Not
CA-2017-158036,DB-13555,3,2017-08-09,2017-09-14,43017,1,2,Not
CA-2017-147725,LT-17110,3,2017-09-14,2017-09-14,7050,4,3,Not
CA-2017-147228,SO-20335,4,2017-09-09,2017-09-14,38401,1,3,Not
CA-2017-137498,LC-17050,2,2017-09-09,2017-09-14,90004,2,3,Not
CA-2017-100825,KD-16495,2,2017-09-09,2017-09-14,90036,1,2,Not
US-2017-146213,MC-17605,2,2017-09-09,2017-09-14,90032,1,2,Not
US-2017-118087,SP-20620,3,2017-09-09,2017-09-13,19134,1,2,Yes
US-2017-124968,MM-18055,1,2017-08-09,2017-09-13,60610,2,3,Not
CA-2017-100335,NF-18595,1,2017-07-09,2017-09-13,60610,1,1,Not
CA-2017-155929,AI-10855,2,2017-09-09,2017-09-13,85301,1,3,Not
CA-2017-169439,LC-17140,3,2017-09-09,2017-09-13,44105,1,3,Not
CA-2017-132437,EM-14095,3,2017-08-09,2017-09-13,10024,2,2,Not
CA-2017-148691,CS-12460,3,2017-03-12,2017-09-12,10009,1,3,Not
CA-2017-148264,LF-17185,2,2017-08-12,2017-09-12,90301,3,3,Not
CA-2017-131212,AB-10165,2,2017-05-12,2017-09-12,98006,1,3,Not
CA-2017-157980,SH-20395,3,2017-07-12,2017-09-12,43615,3,3,Not
CA-2017-155075,GW-14605,3,2017-02-12,2017-09-12,19140,1,3,Not
CA-2017-117667,MS-17980,3,2017-04-12,2017-09-12,19134,1,2,Not
CA-2017-152660,CB-12415,1,2017-04-12,2017-09-12,60610,1,3,Yes
CA-2017-104108,RP-19855,1,2017-02-12,2017-09-12,77095,1,2,Not
CA-2017-109183,LR-16915,4,2017-04-12,2017-09-12,37211,1,3,Not
CA-2017-116225,SV-20935,3,2017-05-11,2017-09-11,10009,1,3,Not
CA-2017-121615,DL-12925,1,2017-03-11,2017-09-11,55122,1,3,Not
CA-2017-167941,JF-15565,4,2017-06-11,2017-09-11,28314,2,3,Not
CA-2017-157196,AA-10645,2,2017-05-11,2017-09-11,92105,1,3,Yes
CA-2017-135419,BG-11740,2,2017-03-11,2017-09-11,93309,1,3,Not
US-2017-119319,LC-17050,1,2017-06-11,2017-09-11,75217,2,3,Not
CA-2017-113460,KN-16390,3,2017-07-11,2017-09-11,20735,2,2,Not
US-2017-122672,HG-14965,3,2017-04-11,2017-09-11,43130,1,2,Not
CA-2017-149853,PO-18850,4,2017-03-10,2017-09-10,33012,1,3,Not
CA-2017-143112,TS-21370,3,2017-05-10,2017-09-10,10035,1,2,Not
CA-2017-109757,MD-17350,3,2017-04-09,2017-09-09,44312,2,3,Not
CA-2017-163692,Dp-13240,2,2017-07-09,2017-09-09,85023,3,1,Not
CA-2017-102736,LP-17095,4,2017-05-09,2017-09-09,37918,1,3,Not
CA-2017-144456,FC-14245,4,2017-08-09,2017-09-09,33012,3,1,Not
US-2017-169488,AA-10375,3,2017-07-09,2017-09-09,2908,3,3,Not
CA-2017-128328,PO-18865,1,2017-05-08,2017-09-08,46203,1,3,Not
US-2017-100209,TD-20995,2,2017-09-07,2017-09-07,97206,1,3,Not
CA-2017-105053,CS-12355,3,2017-07-07,2017-09-07,11561,2,3,Not
CA-2017-132122,JH-15820,1,2017-09-07,2017-09-07,60610,1,3,Not
CA-2017-155152,MP-17965,3,2017-07-07,2017-09-07,2886,2,2,Not
CA-2017-145128,SM-20320,1,2017-09-07,2017-09-07,47905,1,1,Yes
US-2017-129777,FM-14290,3,2017-03-07,2017-09-07,2169,1,1,Not
US-2017-169551,RL-19615,3,2017-07-07,2017-09-07,19120,3,3,Not
CA-2017-121083,JF-15190,3,2017-09-07,2017-09-07,6040,1,3,Not
US-2017-166233,MO-17950,4,2017-03-07,2017-09-07,28540,1,3,Not
US-2017-106663,MO-17800,1,2017-09-06,2017-09-06,60653,1,1,Not
CA-2017-113908,KN-16390,3,2017-03-06,2017-09-06,10011,1,2,Not
US-2017-146822,AG-10675,4,2017-09-06,2017-09-06,24153,1,3,Not
CA-2017-141614,NS-18640,4,2017-05-06,2017-09-06,32839,1,2,Not
CA-2017-162978,LW-16990,2,2017-04-05,2017-09-05,94109,1,2,Not
CA-2017-168900,SH-20395,3,2017-04-05,2017-09-05,45503,1,3,Not
CA-2017-156769,GZ-14470,4,2017-06-05,2017-09-05,22204,3,3,Not
US-2017-141943,DK-12985,2,2017-05-05,2017-09-05,94122,1,3,Not
CA-2017-133487,TS-21655,2,2017-06-05,2017-09-05,91730,2,3,Not
CA-2017-119914,CC-12220,2,2017-04-05,2017-09-05,92683,2,3,Not
CA-2017-169404,NC-18625,3,2017-09-04,2017-09-04,17403,1,2,Not
CA-2017-110478,SP-20860,2,2017-04-03,2017-09-03,90045,1,2,Not
CA-2017-102834,LW-16990,2,2017-09-03,2017-09-03,94110,1,2,Not
CA-2017-142174,DP-13000,1,2017-04-03,2017-09-03,77041,1,3,Not
CA-2017-147354,KB-16315,2,2017-09-03,2017-09-03,90008,1,3,Not
CA-2017-122994,MV-17485,4,2017-06-02,2017-09-02,22204,3,3,Not
CA-2017-118773,TP-21415,1,2017-09-02,2017-09-02,77070,1,3,Not
CA-2017-150602,ML-17395,2,2017-09-02,2017-09-02,90045,2,2,Not
CA-2017-107517,FC-14335,2,2017-05-02,2017-09-02,90503,1,2,Not
CA-2017-169474,JF-15355,3,2017-04-02,2017-09-02,14609,1,3,Not
CA-2017-145807,SB-20170,2,2017-09-02,2017-09-02,90032,1,3,Not
CA-2017-154760,BP-11290,3,2017-09-01,2017-09-01,19140,1,3,Not
US-2017-123862,JF-15190,2,2017-07-01,2017-09-01,90805,2,3,Not
CA-2017-159884,JF-15490,2,2017-08-31,2017-08-31,85281,1,3,Not
US-2017-135062,RL-19615,4,2017-08-31,2017-08-31,28314,2,3,Not
CA-2017-133004,AJ-10945,1,2017-08-31,2017-08-31,46226,1,3,Not
CA-2017-107321,AW-10930,2,2017-08-31,2017-08-31,94110,1,1,Not
CA-2017-117198,BG-11035,4,2017-08-31,2017-08-31,71203,1,3,Not
CA-2017-154074,BW-11110,2,2017-08-31,2017-08-31,99207,2,2,Yes
CA-2017-127712,MG-17890,2,2017-08-31,2017-08-31,97301,1,1,Not
CA-2017-163097,SF-20200,2,2017-08-27,2017-08-31,85204,1,3,Not
CA-2017-132619,MS-17770,2,2017-08-31,2017-08-31,94109,1,3,Not
US-2017-139465,MR-17545,3,2017-08-27,2017-08-30,10024,3,1,Not
CA-2017-155047,SE-20110,1,2017-08-27,2017-08-30,75220,3,3,Not
US-2017-162208,SP-20620,4,2017-08-27,2017-08-30,33614,3,2,Not
CA-2017-101273,ST-20530,4,2017-08-27,2017-08-30,34952,2,3,Yes
CA-2017-114636,GA-14725,4,2017-08-25,2017-08-29,28205,1,3,Not
CA-2017-144064,CP-12085,1,2017-08-29,2017-08-29,62301,3,2,Yes
CA-2017-161956,DR-12880,2,2017-08-27,2017-08-29,90301,2,2,Yes
CA-2017-104024,MD-17860,3,2017-08-29,2017-08-29,19134,2,2,Not
CA-2017-123043,AH-10195,3,2017-08-24,2017-08-29,10024,1,2,Not
CA-2017-101014,RW-19540,2,2017-08-29,2017-08-29,90049,1,2,Not
CA-2017-159793,SV-20365,3,2017-08-25,2017-08-29,19140,1,3,Not
CA-2017-126956,GT-14710,1,2017-08-21,2017-08-28,55044,1,3,Not
CA-2017-101210,DW-13540,4,2017-08-25,2017-08-28,38301,2,3,Not
CA-2017-126067,KN-16705,2,2017-08-28,2017-08-28,98105,1,1,Not
CA-2017-146920,SC-20305,1,2017-08-28,2017-08-28,60623,1,3,Not
US-2017-169502,MG-17650,1,2017-08-28,2017-08-28,53209,1,1,Not
US-2017-102183,PK-19075,3,2017-08-21,2017-08-28,10035,1,3,Not
US-2017-134481,AR-10405,3,2017-08-27,2017-08-27,2038,1,2,Not
CA-2017-112956,TH-21550,3,2017-08-21,2017-08-27,21044,1,1,Not
CA-2017-133501,DK-12895,4,2017-08-27,2017-08-27,37064,1,3,Not
CA-2017-105326,KT-16480,2,2017-08-20,2017-08-27,90036,1,3,Not
US-2017-105697,JE-15715,3,2017-08-25,2017-08-27,44105,3,3,Not
CA-2017-130036,BP-11185,3,2017-08-27,2017-08-27,19120,4,2,Not
CA-2017-132584,HJ-14875,1,2017-08-26,2017-08-27,48234,3,1,Not
CA-2017-128475,SC-20680,4,2017-08-26,2017-08-26,31907,1,1,Not
CA-2017-129021,PO-18850,4,2017-08-23,2017-08-26,32303,2,3,Not
CA-2017-139717,DM-13015,3,2017-08-24,2017-08-26,43130,2,3,Not
CA-2017-157350,DP-13000,1,2017-08-26,2017-08-26,60610,1,3,Not
US-2017-114356,TT-21460,4,2017-08-20,2017-08-26,28205,1,1,Not
CA-2017-119011,LR-17035,2,2017-08-20,2017-08-25,94109,1,2,Not
CA-2017-119809,YS-21880,2,2017-08-18,2017-08-25,98103,1,2,Not
CA-2017-122028,CK-12205,3,2017-08-18,2017-08-25,44107,1,3,Not
CA-2017-121489,CM-11815,2,2017-08-21,2017-08-25,98115,2,2,Not
CA-2017-117646,SC-20845,2,2017-08-21,2017-08-25,80027,1,3,Not
US-2017-132381,Dp-13240,3,2017-08-22,2017-08-24,19143,3,1,Not
CA-2017-115777,DO-13645,3,2017-08-19,2017-08-24,1841,1,3,Not
CA-2017-133102,ED-13885,1,2017-08-17,2017-08-24,77095,1,1,Not
CA-2017-166093,RW-19540,2,2017-08-17,2017-08-24,94513,1,2,Yes
CA-2017-155705,NF-18385,4,2017-08-21,2017-08-23,39212,2,3,Not
CA-2017-117947,NG-18355,3,2017-08-18,2017-08-23,10011,2,2,Not
CA-2017-132339,JB-15400,3,2017-08-19,2017-08-23,1841,1,2,Not
CA-2017-101728,SC-20575,1,2017-08-19,2017-08-23,60653,1,3,Not
CA-2017-131037,TM-21490,2,2017-08-22,2017-08-23,94110,3,3,Not
CA-2017-151211,AH-10120,4,2017-08-17,2017-08-23,40214,1,1,Not
US-2017-100398,DO-13435,2,2017-08-19,2017-08-23,84106,1,3,Not
CA-2017-112809,RA-19915,1,2017-08-18,2017-08-22,75220,1,3,Not
US-2017-111241,GM-14500,2,2017-08-20,2017-08-22,93727,2,3,Not
US-2017-109253,PR-18880,2,2017-08-21,2017-08-22,94601,3,3,Yes
CA-2017-151358,NF-18595,2,2017-08-18,2017-08-22,98105,1,1,Not
CA-2017-121027,HW-14935,2,2017-08-18,2017-08-22,98105,1,2,Not
CA-2017-118892,TP-21415,3,2017-08-17,2017-08-22,19134,2,3,Not
CA-2017-162936,CM-12160,3,2017-08-18,2017-08-22,2740,1,3,Not
CA-2017-138548,JG-15160,3,2017-08-15,2017-08-21,7060,1,3,Not
CA-2017-105921,JM-15250,2,2017-08-14,2017-08-21,90032,1,3,Not
CA-2017-144750,DL-13495,2,2017-08-21,2017-08-21,85224,4,2,Not
CA-2017-163069,PJ-19015,3,2017-08-18,2017-08-21,43229,2,3,Not
CA-2017-137344,EM-13810,3,2017-08-20,2017-08-20,2038,4,2,Not
CA-2017-167542,KD-16495,3,2017-08-13,2017-08-20,19120,1,2,Not
CA-2017-100580,MK-17905,2,2017-08-13,2017-08-20,92037,1,2,Not
US-2017-111423,EH-13765,3,2017-08-17,2017-08-19,13601,3,2,Not
CA-2017-144883,BO-11350,1,2017-08-15,2017-08-19,55113,1,2,Not
US-2017-117723,DL-13495,3,2017-08-15,2017-08-18,19120,2,2,Not
CA-2017-128363,DC-12850,4,2017-08-13,2017-08-18,38109,1,3,Not
CA-2017-169264,NP-18700,2,2017-08-14,2017-08-16,94109,2,3,Not
CA-2017-122987,SJ-20215,4,2017-08-16,2017-08-16,38401,4,3,Not
US-2017-103828,JK-15370,2,2017-08-13,2017-08-13,94122,4,3,Yes
US-2017-155999,JK-15370,2,2017-07-08,2017-08-13,92105,1,3,Yes
CA-2017-130351,RB-19570,1,2017-05-12,2017-08-12,47201,3,3,Not
CA-2017-156412,CM-12160,3,2017-04-12,2017-08-12,19134,1,3,Not
US-2017-107384,TP-21130,1,2017-04-12,2017-08-12,55901,1,3,Not
CA-2017-165715,BG-11035,4,2017-02-12,2017-08-12,27405,1,3,Not
CA-2017-138618,MY-17380,1,2017-01-12,2017-08-12,78207,1,2,Not
US-2017-149006,BN-11470,2,2017-06-12,2017-08-12,94513,2,2,Not
CA-2017-166926,SO-20335,2,2017-01-12,2017-08-12,98105,1,3,Not
US-2017-126053,CS-11950,3,2017-05-12,2017-08-12,10024,3,3,Not
CA-2017-103415,MV-17485,1,2017-03-12,2017-08-12,77041,1,3,Not
CA-2017-117128,BF-11080,3,2017-05-12,2017-08-12,10024,2,3,Not
CA-2017-143329,DL-13330,2,2017-03-11,2017-08-11,88001,1,3,Not
CA-2017-110429,DM-13015,3,2017-03-11,2017-08-11,19143,1,3,Not
CA-2017-148320,PG-18895,2,2017-03-11,2017-08-11,94109,1,3,Not
CA-2017-161130,BF-11275,4,2017-03-11,2017-08-11,33178,1,2,Not
US-2017-101518,PB-19105,3,2017-03-11,2017-08-11,19140,1,3,Not
CA-2017-102610,CA-12265,4,2017-04-11,2017-08-11,37421,1,3,Not
CA-2017-159135,KM-16375,4,2017-04-11,2017-08-11,72762,1,1,Not
CA-2017-152275,KH-16630,1,2017-01-10,2017-08-10,78207,1,2,Not
CA-2017-156951,EB-13840,2,2017-01-10,2017-08-10,98105,1,2,Not
US-2017-103247,PO-19195,3,2017-05-10,2017-08-10,10011,2,1,Yes
CA-2017-134607,HL-15040,3,2017-03-10,2017-08-10,14609,2,3,Not
CA-2017-101749,AS-10045,2,2017-03-10,2017-08-10,91104,1,2,Not
CA-2017-123981,RW-19630,3,2017-02-10,2017-08-10,10035,1,2,Not
CA-2017-105914,PV-18985,2,2017-02-10,2017-08-10,90036,1,1,Not
CA-2017-163818,PS-18970,3,2017-04-10,2017-08-10,20735,1,1,Not
CA-2017-141117,JK-16090,2,2017-02-10,2017-08-10,97477,1,3,Not
US-2017-122637,EP-13915,1,2017-03-09,2017-08-09,60653,2,3,Not
CA-2017-114552,Dl-13600,3,2017-02-09,2017-08-09,44105,1,2,Not
CA-2017-152485,JD-15790,1,2017-04-09,2017-08-09,75019,1,3,Not
CA-2017-120761,AB-10150,3,2017-04-09,2017-08-09,11561,1,3,Not
CA-2017-102750,GM-14695,2,2017-04-09,2017-08-09,90036,2,2,Not
CA-2017-161823,AG-10300,2,2017-03-09,2017-08-09,94122,1,2,Not
CA-2017-141929,RA-19285,2,2017-04-09,2017-08-09,90004,1,3,Yes
CA-2017-123001,AW-10840,2,2017-02-09,2017-08-09,93309,1,3,Not
CA-2017-151008,JM-16195,2,2017-07-09,2017-08-09,84020,3,3,Not
CA-2017-123022,SC-20050,2,2017-03-09,2017-08-09,91941,1,1,Not
CA-2017-161557,AG-10900,1,2017-03-09,2017-08-09,75217,1,3,Yes
CA-2017-111220,JS-15595,1,2017-02-09,2017-08-09,60653,1,2,Not
CA-2017-147410,EJ-14155,2,2017-04-09,2017-08-09,92704,1,3,Not
US-2017-117450,DO-13645,4,2017-04-09,2017-08-09,33437,1,3,Not
CA-2017-100783,JK-16120,1,2017-04-09,2017-08-09,75043,2,1,Not
CA-2017-137582,CV-12805,2,2017-04-09,2017-08-09,94601,1,2,Not
CA-2017-117695,PW-19030,4,2017-05-08,2017-08-08,40475,3,2,Not
CA-2017-168396,BD-11725,2,2017-03-08,2017-08-08,94122,2,3,Not
CA-2017-146367,HM-14860,1,2017-04-08,2017-08-08,75007,1,2,Not
CA-2017-154676,NZ-18565,1,2017-05-08,2017-08-08,77070,3,1,Not
CA-2017-110821,CK-12205,1,2017-07-08,2017-08-08,75081,3,3,Not
CA-2017-141747,SC-20230,2,2017-03-08,2017-08-08,98105,2,2,Not
CA-2017-108560,JC-15385,2,2017-08-07,2017-08-07,98031,1,3,Not
US-2017-148362,KF-16285,1,2017-01-07,2017-08-07,46203,1,1,Not
CA-2017-139437,RD-19585,2,2017-03-07,2017-08-07,90004,1,3,Not
CA-2017-100426,DC-12850,4,2017-04-06,2017-08-06,35630,1,3,Not
CA-2017-158953,ML-18040,1,2017-04-06,2017-08-06,77489,1,2,Not
CA-2017-117436,LW-17125,3,2017-08-06,2017-08-06,6360,1,3,Not
CA-2017-150420,GD-14590,2,2017-03-06,2017-08-06,98226,1,2,Not
US-2017-106579,BW-11200,1,2017-08-06,2017-08-06,60076,1,3,Not
CA-2017-143294,JD-15790,1,2017-02-06,2017-08-06,77070,1,3,Not
US-2017-107979,FO-14305,2,2017-08-06,2017-08-06,85301,1,3,Not
CA-2017-128755,MK-18160,4,2017-04-05,2017-08-05,23602,1,3,Not
CA-2017-167668,TC-21295,3,2017-06-05,2017-08-05,10035,3,3,Not
CA-2017-132178,DB-12970,2,2017-03-05,2017-08-05,90004,2,2,Not
CA-2017-132199,BO-11350,3,2017-03-05,2017-08-05,19134,1,2,Not
CA-2017-157854,DM-13345,4,2017-08-04,2017-08-04,30076,1,2,Not
CA-2017-112333,KF-16285,3,2017-08-04,2017-08-04,7060,1,1,Not
CA-2017-157903,AM-10705,1,2017-04-04,2017-08-04,60016,1,3,Not
CA-2017-121804,LP-17095,4,2017-03-03,2017-08-03,42071,1,3,Not
CA-2017-146024,SC-20770,1,2017-02-03,2017-08-03,75081,1,2,Not
CA-2017-163902,MY-17380,2,2017-02-03,2017-08-03,90045,1,2,Not
CA-2017-104080,AH-10210,2,2017-08-03,2017-08-03,92804,1,3,Not
CA-2017-123085,EJ-13720,2,2017-03-03,2017-08-03,90008,1,3,Yes
CA-2017-104885,DB-13555,3,2017-02-03,2017-08-03,19711,1,2,Not
CA-2017-117513,BT-11395,2,2017-03-03,2017-08-03,90004,1,2,Yes
CA-2017-155712,KD-16615,2,2017-02-03,2017-08-03,90008,1,2,Yes
CA-2017-167703,MC-17575,3,2017-03-02,2017-08-02,45231,1,3,Not
CA-2017-126354,SC-20380,4,2017-03-02,2017-08-02,33024,1,3,Not
CA-2017-131282,CB-12025,1,2017-05-02,2017-08-02,76706,2,3,Not
US-2017-114034,DL-13315,2,2017-03-01,2017-08-01,91730,1,3,Not
CA-2017-121909,EA-14035,3,2017-07-31,2017-07-31,19134,1,2,Not
CA-2017-169810,RB-19360,1,2017-07-25,2017-07-31,57103,1,3,Not
CA-2017-125752,EH-14125,4,2017-07-31,2017-07-31,33311,1,1,Not
CA-2017-123239,MG-18145,4,2017-07-27,2017-07-31,32216,2,3,Not
CA-2017-108791,TM-21490,3,2017-07-27,2017-07-31,10701,1,3,Not
CA-2017-115805,KW-16435,1,2017-07-31,2017-07-31,60653,4,3,Not
CA-2017-161102,EC-14050,2,2017-07-31,2017-07-31,94110,3,3,Not
US-2017-165869,LS-17200,1,2017-07-31,2017-07-31,53209,1,2,Not
CA-2017-126144,GM-14680,3,2017-07-31,2017-07-31,19134,1,3,Not
CA-2017-147032,LB-16795,3,2017-07-31,2017-07-31,19805,1,1,Not
CA-2017-167913,JL-15835,2,2017-07-30,2017-07-30,92691,2,3,Not
CA-2017-155740,TC-21475,3,2017-07-30,2017-07-30,44107,3,1,Not
CA-2017-141103,JF-15355,3,2017-07-30,2017-07-30,21215,1,3,Not
CA-2017-125367,NM-18445,3,2017-07-23,2017-07-30,10011,1,1,Not
CA-2017-101483,AG-10675,4,2017-07-29,2017-07-29,28540,2,3,Not
US-2017-113852,GW-14605,2,2017-07-29,2017-07-29,98115,1,3,Not
CA-2017-130771,LA-16780,1,2017-07-29,2017-07-29,78745,1,2,Not
CA-2017-146031,GM-14440,3,2017-07-29,2017-07-29,12180,2,3,Not
US-2017-130953,RF-19735,1,2017-07-29,2017-07-29,73120,1,3,Not
CA-2017-125640,DD-13570,3,2017-07-25,2017-07-29,19134,1,3,Not
US-2017-115301,VG-21790,2,2017-07-29,2017-07-29,98103,1,3,Not
CA-2017-117240,CP-12340,3,2017-07-23,2017-07-28,10009,1,2,Not
CA-2017-130841,MH-17620,2,2017-07-28,2017-07-28,94110,1,2,Not
CA-2017-109750,FH-14365,3,2017-07-22,2017-07-28,10009,1,2,Not
CA-2017-121293,JC-15775,3,2017-07-25,2017-07-28,19143,2,3,Not
CA-2017-110940,AZ-10750,1,2017-07-23,2017-07-28,60090,1,3,Not
CA-2017-103506,LR-17035,3,2017-07-23,2017-07-27,11561,1,2,Not
CA-2017-104731,AM-10705,4,2017-07-21,2017-07-27,24153,1,3,Not
US-2017-123204,CS-11860,3,2017-07-21,2017-07-27,10024,1,3,Not
CA-2017-167549,EM-14200,1,2017-07-25,2017-07-27,75217,3,1,Not
CA-2017-133046,DK-13375,2,2017-07-27,2017-07-27,98115,2,3,Not
US-2017-106551,EB-13930,1,2017-07-22,2017-07-27,60653,1,3,Not
US-2017-101721,MY-17380,1,2017-07-23,2017-07-27,60623,1,2,Not
CA-2017-107209,JW-15955,4,2017-07-27,2017-07-27,27604,2,3,Not
CA-2017-118640,CS-11950,1,2017-07-20,2017-07-26,60610,1,3,Not
US-2017-160465,SW-20350,3,2017-07-21,2017-07-26,44105,1,1,Not
US-2017-167318,GZ-14545,2,2017-07-26,2017-07-26,90036,1,2,Not
CA-2017-133718,TB-21520,2,2017-07-23,2017-07-26,90045,3,3,Not
CA-2017-145093,PT-19090,1,2017-07-21,2017-07-26,60623,1,3,Not
US-2017-127719,TW-21025,3,2017-07-21,2017-07-25,7060,1,1,Not
CA-2017-122035,EM-13825,1,2017-07-20,2017-07-25,57103,1,2,Not
US-2017-169320,LH-16900,1,2017-07-23,2017-07-25,46514,2,3,Not
CA-2017-145429,SW-20455,2,2017-07-21,2017-07-25,92024,1,3,Not
CA-2017-118724,AR-10825,2,2017-07-21,2017-07-25,94521,2,2,Not
US-2017-123834,GM-14500,1,2017-07-21,2017-07-25,78577,1,3,Yes
US-2017-108343,AR-10825,3,2017-07-20,2017-07-25,10009,1,2,Not
CA-2017-150497,SM-20950,1,2017-07-20,2017-07-24,55369,1,2,Not
US-2017-135013,HR-14830,2,2017-07-24,2017-07-24,92646,4,2,Not
CA-2017-103478,KL-16555,1,2017-07-21,2017-07-24,60505,2,2,Not
CA-2017-118346,PO-19180,1,2017-07-23,2017-07-24,53142,3,1,Not
US-2017-142573,ML-17410,2,2017-07-18,2017-07-23,85023,1,3,Not
US-2017-105046,BE-11335,3,2017-07-17,2017-07-23,13440,1,1,Yes
US-2017-165358,SV-20365,3,2017-07-18,2017-07-23,19134,1,3,Not
US-2017-152842,NF-18385,4,2017-07-16,2017-07-23,28205,1,3,Not
CA-2017-139948,SW-20455,4,2017-07-17,2017-07-22,33614,1,3,Not
CA-2017-109778,VM-21685,1,2017-07-16,2017-07-21,60098,1,1,Not
US-2017-158505,SF-20200,2,2017-07-21,2017-07-21,84107,4,3,Not
CA-2017-126662,AB-10255,2,2017-07-17,2017-07-21,90036,1,1,Not
