Fecha Orden,Numero de Orden,Unidades Vendidas,Monto de Venta,Nombre Tienda,SKU Producto,IdCliente
15/01/14,SO45154,1,3578.27,AW Arequipa,BK-R93R-52,378
15/01/03,SO45092,1,3578.27,AW Arequipa,BK-R93R-52,379
15/01/20,SO45195,1,3578.27,AW Arequipa,BK-R93R-52,380
15/01/19,SO45190,1,3578.27,AW Arequipa,BK-R93R-52,381
15/02/22,SO45472,1,3578.27,AW Arequipa,BK-R93R-52,382
15/02/02,SO45356,1,3578.27,AW Arequipa,BK-R93R-52,383
15/02/23,SO45479,1,3578.27,AW Arequipa,BK-R93R-52,384
15/02/03,SO45362,1,3578.27,AW Arequipa,BK-R93R-52,385
15/02/24,SO45487,1,3578.27,AW Arequipa,BK-R93R-52,386
15/02/16,SO45447,1,3578.27,AW Arequipa,BK-R93R-52,387
15/02/11,SO45420,1,3578.27,AW Arequipa,BK-R93R-52,388
15/02/23,SO45481,1,3578.27,AW Arequipa,BK-R93R-52,389
15/02/23,SO45480,1,3578.27,AW Arequipa,BK-R93R-52,390
15/02/11,SO45421,1,3578.27,AW Arequipa,BK-R93R-52,391
15/02/07,SO45391,1,3578.27,AW Arequipa,BK-R93R-52,392
15/02/26,SO45505,1,3578.27,AW Arequipa,BK-R93R-52,393
15/02/05,SO45375,1,3578.27,AW Arequipa,BK-R93R-52,394
15/02/22,SO45475,1,3578.27,AW Arequipa,BK-R93R-52,395
15/03/20,SO45711,1,3578.27,AW Arequipa,BK-R93R-52,396
15/03/03,SO45600,1,3578.27,AW Arequipa,BK-R93R-52,397
15/03/25,SO45743,1,3578.27,AW Arequipa,BK-R93R-52,398
15/03/22,SO45720,1,3578.27,AW Arequipa,BK-R93R-52,399
15/03/20,SO45708,1,3578.27,AW Arequipa,BK-R93R-52,400
15/03/30,SO45772,1,3578.27,AW Arequipa,BK-R93R-52,401
15/03/20,SO45709,1,3578.27,AW Arequipa,BK-R93R-52,402
15/01/05,SO45101,1,3578.27,AW Mall del Sur,BK-R93R-52,403
15/01/16,SO45165,1,3578.27,AW Mall del Sur,BK-R93R-52,404
15/01/24,SO45219,1,3578.27,AW Mall del Sur,BK-R93R-52,405
15/02/24,SO45490,1,3578.27,AW Mall del Sur,BK-R93R-52,406
15/02/24,SO45484,1,3578.27,AW Mall del Sur,BK-R93R-52,407
15/03/31,SO45776,1,3578.27,AW Mall del Sur,BK-R93R-52,408
15/03/09,SO45635,1,3578.27,AW Mall del Sur,BK-R93R-52,409
15/02/19,SO45457,1,3578.27,AW Mall del Sur,BK-R93R-52,410
15/02/03,SO45360,1,3578.27,AW Mall del Sur,BK-R93R-52,411
15/02/11,SO45411,1,3578.27,AW Mall del Sur,BK-R93R-52,412
15/02/06,SO45379,1,3578.27,AW Mall del Sur,BK-R93R-52,413
15/01/08,SO45113,1,3578.27,AW Breña,BK-R93R-52,414
15/01/04,SO45097,1,3578.27,AW Breña,BK-R93R-52,415
15/01/10,SO45127,1,3578.27,AW Comas,BK-R93R-52,416
15/01/17,SO45174,1,3578.27,AW Breña,BK-R93R-52,417
15/01/20,SO45194,1,3578.27,AW Breña,BK-R93R-52,418
15/01/17,SO45175,1,3578.27,AW Breña,BK-R93R-52,419
15/01/17,SO45176,1,3578.27,AW Comas,BK-R93R-52,420
15/01/23,SO45216,1,3578.27,AW Breña,BK-R93R-52,421
15/01/31,SO45262,1,3578.27,AW Breña,BK-R93R-52,422
15/02/22,SO45471,1,3578.27,AW Comas,BK-R93R-52,423
15/02/15,SO45443,1,3578.27,AW Breña,BK-R93R-52,424
15/02/08,SO45395,1,3578.27,AW Breña,BK-R93R-52,425
15/02/23,SO45478,1,3578.27,AW Comas,BK-R93R-52,426
15/04/01,SO45816,1,3578.27,AW Breña,BK-R93R-52,427
15/04/04,SO45833,1,3578.27,AW Comas,BK-R93R-52,428
15/04/04,SO45835,1,3578.27,AW Comas,BK-R93R-52,429
15/04/12,SO45883,1,3578.27,AW Comas,BK-R93R-52,430
15/04/12,SO45884,1,3578.27,AW Comas,BK-R93R-52,431
15/04/12,SO45885,1,3578.27,AW Lurin,BK-R93R-52,432
15/04/12,SO45880,1,3578.27,AW Breña,BK-R93R-52,433
15/04/15,SO45897,1,3578.27,AW Comas,BK-R93R-52,434
15/04/17,SO45923,1,3578.27,AW Breña,BK-R93R-52,435
15/04/19,SO45934,1,3578.27,AW Breña,BK-R93R-52,436
15/04/17,SO45918,1,3578.27,AW Breña,BK-R93R-52,437
15/04/18,SO45928,1,3578.27,AW Comas,BK-R93R-52,438
15/04/19,SO45933,1,3578.27,AW Comas,BK-R93R-52,439
15/04/27,SO45984,1,3578.27,AW Comas,BK-R93R-52,440
15/04/25,SO45973,1,3578.27,AW Breña,BK-R93R-52,441
15/04/28,SO45993,1,3578.27,AW Breña,BK-R93R-52,442
15/05/01,SO46114,1,3578.27,AW Breña,BK-R93R-52,443
15/05/02,SO46120,1,3578.27,AW Breña,BK-R93R-52,444
15/05/08,SO46162,1,3578.27,AW Breña,BK-R93R-52,445
15/05/08,SO46169,1,3578.27,AW Breña,BK-R93R-52,446
15/05/11,SO46179,1,3578.27,AW Breña,BK-R93R-52,447
15/05/13,SO46194,1,3578.27,AW Breña,BK-R93R-52,448
15/05/14,SO46210,1,3578.27,AW Lurin,BK-R93R-52,449
15/05/14,SO46205,1,3578.27,AW Breña,BK-R93R-52,450
15/05/16,SO46218,1,3578.27,AW Lurin,BK-R93R-52,451
15/05/16,SO46226,1,3578.27,AW Lurin,BK-R93R-52,452
15/05/21,SO46258,1,3578.27,AW Comas,BK-R93R-52,453
15/05/21,SO46259,1,3578.27,AW Comas,BK-R93R-52,454
15/05/23,SO46271,1,3578.27,AW Breña,BK-R93R-52,455
15/05/25,SO46289,1,3578.27,AW Comas,BK-R93R-52,456
15/05/26,SO46297,1,3578.27,AW Comas,BK-R93R-52,457
15/05/27,SO46301,1,3578.27,AW Lurin,BK-R93R-52,458
15/05/30,SO46313,1,3578.27,AW Comas,BK-R93R-52,459
15/06/01,SO46390,1,3578.27,AW Breña,BK-R93R-52,460
15/06/01,SO46392,1,3578.27,AW Lurin,BK-R93R-52,461
15/06/05,SO46420,1,3578.27,AW Lurin,BK-R93R-52,462
15/06/05,SO46416,1,3578.27,AW Breña,BK-R93R-52,463
15/06/06,SO46423,1,3578.27,AW Breña,BK-R93R-52,464
15/06/08,SO46438,1,3578.27,AW Breña,BK-R93R-52,465
15/06/11,SO46459,1,3578.27,AW Breña,BK-R93R-52,466
15/06/15,SO46485,1,3578.27,AW Breña,BK-R93R-52,467
15/06/16,SO46490,1,3578.27,AW Breña,BK-R93R-52,468
15/06/18,SO46498,1,3578.27,AW Breña,BK-R93R-52,469
15/06/20,SO46523,1,3578.27,AW Breña,BK-R93R-52,470
15/06/23,SO46549,1,3578.27,AW Comas,BK-R93R-52,471
15/06/23,SO46547,1,3578.27,AW Comas,BK-R93R-52,472
15/06/25,SO46567,1,3578.27,AW Comas,BK-R93R-52,473
15/06/26,SO46570,1,3578.27,AW Lurin,BK-R93R-52,474
15/06/28,SO46586,1,3578.27,AW Comas,BK-R93R-52,475
15/05/20,SO46252,1,3578.27,AW Trujillo,BK-R93R-52,476
15/05/19,SO46250,1,3578.27,AW Trujillo,BK-R93R-52,477
15/06/08,SO46437,1,3578.27,AW Trujillo,BK-R93R-52,478
15/06/04,SO46409,1,3578.27,AW Trujillo,BK-R93R-52,479
15/04/07,SO45853,1,3578.27,AW Huancayo,BK-R93R-52,480
15/05/08,SO46166,1,3578.27,AW Huancayo,BK-R93R-52,481
15/06/26,SO46571,1,3578.27,AW Huancayo,BK-R93R-52,482
15/04/03,SO45831,1,3578.27,AW Arequipa,BK-R93R-52,483
15/04/25,SO45977,1,3578.27,AW Arequipa,BK-R93R-52,484
15/04/30,SO46020,1,3578.27,AW Arequipa,BK-R93R-52,485
15/04/29,SO46006,1,3578.27,AW Arequipa,BK-R93R-52,486
15/04/20,SO45940,1,3578.27,AW Arequipa,BK-R93R-52,487
15/05/25,SO46291,1,3578.27,AW Arequipa,BK-R93R-52,488
15/05/16,SO46225,1,3578.27,AW Arequipa,BK-R93R-52,489
15/05/04,SO46135,1,3578.27,AW Arequipa,BK-R93R-52,490
15/05/25,SO46292,1,3578.27,AW Arequipa,BK-R93R-52,491
15/05/03,SO46129,1,3578.27,AW Arequipa,BK-R93R-52,492
15/05/21,SO46262,1,3578.27,AW Arequipa,BK-R93R-52,493
15/05/23,SO46275,1,3578.27,AW Arequipa,BK-R93R-52,494
15/05/04,SO46137,1,3578.27,AW Arequipa,BK-R93R-52,495
15/06/02,SO46402,1,3578.27,AW Arequipa,BK-R93R-52,496
15/06/14,SO46481,1,3578.27,AW Arequipa,BK-R93R-52,497
15/06/19,SO46517,1,3578.27,AW Arequipa,BK-R93R-52,498
15/06/10,SO46453,1,3578.27,AW Arequipa,BK-R93R-52,499
15/06/08,SO46439,1,3578.27,AW Arequipa,BK-R93R-52,500
15/06/17,SO46494,1,3578.27,AW Arequipa,BK-R93R-52,501
15/06/23,SO46554,1,3578.27,AW Arequipa,BK-R93R-52,502
15/06/07,SO46434,1,3578.27,AW Arequipa,BK-R93R-52,503
15/04/30,SO46014,1,3578.27,AW Mall del Sur,BK-R93R-52,504
15/04/30,SO46015,1,3578.27,AW Mall del Sur,BK-R93R-52,505
15/04/13,SO45893,1,3578.27,AW Mall del Sur,BK-R93R-52,506
15/05/12,SO46187,1,3578.27,AW Mall del Sur,BK-R93R-52,507
15/05/02,SO46122,1,3578.27,AW Mall del Sur,BK-R93R-52,508
15/05/16,SO46219,1,3578.27,AW Mall del Sur,BK-R93R-52,509
15/05/16,SO46220,1,3578.27,AW Mall del Sur,BK-R93R-52,510
15/06/19,SO46511,1,3578.27,AW Mall del Sur,BK-R93R-52,511
15/06/19,SO46513,1,3578.27,AW Mall del Sur,BK-R93R-52,512
15/06/06,SO46425,1,3578.27,AW Mall del Sur,BK-R93R-52,513
15/06/29,SO46592,1,3578.27,AW Mall del Sur,BK-R93R-52,514
15/06/16,SO46489,1,3578.27,AW Mall del Sur,BK-R93R-52,515
15/06/21,SO46530,1,3578.27,AW Mall del Sur,BK-R93R-52,516
15/01/12,SO45139,1,3578.27,AW Lurin,BK-R93R-56,517
15/03/30,SO45771,1,3578.27,AW Breña,BK-R93R-56,522
15/03/07,SO45625,1,3578.27,AW Breña,BK-R93R-56,528
15/03/04,SO45604,1,3578.27,AW Comas,BK-R93R-56,529
15/03/18,SO45696,1,3578.27,AW Breña,BK-R93R-56,530
15/03/29,SO45769,1,3578.27,AW Breña,BK-R93R-56,531
15/03/03,SO45595,1,3578.27,AW Breña,BK-R93R-56,535
15/03/06,SO45613,1,3578.27,AW Comas,BK-R93R-56,537
15/03/09,SO45637,1,3578.27,AW Comas,BK-R93R-56,539
15/03/15,SO45669,1,3578.27,AW Breña,BK-R93R-56,540
15/03/16,SO45679,1,3578.27,AW Breña,BK-R93R-56,541
15/03/18,SO45697,1,3578.27,AW Breña,BK-R93R-56,542
15/03/24,SO45734,1,3578.27,AW Comas,BK-R93R-56,545
15/03/26,SO45747,1,3578.27,AW Breña,BK-R93R-56,548
15/03/27,SO45755,1,3578.27,AW Breña,BK-R93R-56,549
15/03/28,SO45761,1,3578.27,AW Breña,BK-R93R-56,550
15/02/24,SO45483,1,3578.27,AW Trujillo,BK-R93R-56,552
15/03/31,SO45775,1,3578.27,AW Trujillo,BK-R93R-56,553
15/03/08,SO45632,1,3578.27,AW Trujillo,BK-R93R-56,557
15/03/06,SO45616,1,3578.27,AW Trujillo,BK-R93R-56,559
15/01/20,SO45192,1,3578.27,AW Huancayo,BK-R93R-56,560
15/01/14,SO45149,1,3578.27,AW Huancayo,BK-R93R-56,563
15/03/21,SO45713,1,3578.27,AW Huancayo,BK-R93R-56,565
15/01/12,SO45145,1,3578.27,AW Arequipa,BK-R93R-56,569
15/01/30,SO45257,1,3578.27,AW Arequipa,BK-R93R-56,570
15/01/08,SO45118,1,3578.27,AW Arequipa,BK-R93R-56,571
15/01/22,SO45212,1,3578.27,AW Arequipa,BK-R93R-56,574
15/01/27,SO45237,1,3578.27,AW Arequipa,BK-R93R-56,575
15/01/08,SO45119,1,3578.27,AW Arequipa,BK-R93R-56,577
15/01/02,SO45086,1,3578.27,AW Arequipa,BK-R93R-56,578
15/01/16,SO45169,1,3578.27,AW Arequipa,BK-R93R-56,579
15/01/25,SO45228,1,3578.27,AW Arequipa,BK-R93R-56,580
15/01/20,SO45197,1,3578.27,AW Arequipa,BK-R93R-56,581
15/01/17,SO45177,1,3578.27,AW Arequipa,BK-R93R-56,582
15/01/21,SO45203,1,3578.27,AW Arequipa,BK-R93R-56,583
15/01/26,SO45231,1,3578.27,AW Arequipa,BK-R93R-56,584
15/01/03,SO45091,1,3578.27,AW Arequipa,BK-R93R-56,585
15/01/21,SO45202,1,3578.27,AW Arequipa,BK-R93R-56,587
15/02/04,SO45369,1,3578.27,AW Arequipa,BK-R93R-56,589
15/02/11,SO45419,1,3578.27,AW Arequipa,BK-R93R-56,590
15/02/17,SO45452,1,3578.27,AW Arequipa,BK-R93R-56,591
15/02/20,SO45464,1,3578.27,AW Arequipa,BK-R93R-56,594
15/02/22,SO45476,1,3578.27,AW Arequipa,BK-R93R-56,598
15/02/26,SO45507,1,3578.27,AW Arequipa,BK-R93R-56,600
15/03/08,SO45634,1,3578.27,AW Arequipa,BK-R93R-56,602
15/03/26,SO45752,1,3578.27,AW Arequipa,BK-R93R-56,604
15/03/02,SO45589,1,3578.27,AW Arequipa,BK-R93R-56,606
15/03/25,SO45740,1,3578.27,AW Arequipa,BK-R93R-56,607
15/03/25,SO45741,1,3578.27,AW Arequipa,BK-R93R-56,609
15/03/16,SO45681,1,3578.27,AW Arequipa,BK-R93R-56,610
15/03/24,SO45735,1,3578.27,AW Arequipa,BK-R93R-56,611
15/03/07,SO45628,1,3578.27,AW Arequipa,BK-R93R-56,612
15/03/15,SO45674,1,3578.27,AW Arequipa,BK-R93R-56,613
15/03/06,SO45620,1,3578.27,AW Arequipa,BK-R93R-56,615
15/03/14,SO45667,1,3578.27,AW Arequipa,BK-R93R-56,617
15/03/28,SO45763,1,3578.27,AW Arequipa,BK-R93R-56,618
15/01/11,SO45134,1,3578.27,AW Mall del Sur,BK-R93R-56,622
15/01/24,SO45221,1,3578.27,AW Mall del Sur,BK-R93R-56,624
15/02/26,SO45503,1,3578.27,AW Mall del Sur,BK-R93R-56,626
15/02/28,SO45514,1,3578.27,AW Mall del Sur,BK-R93R-56,632
15/02/26,SO45502,1,3578.27,AW Mall del Sur,BK-R93R-56,634
15/02/26,SO45499,1,3578.27,AW Mall del Sur,BK-R93R-56,636
15/01/24,SO45217,1,3578.27,AW Comas,BK-R93R-56,638
15/01/27,SO45235,1,3578.27,AW Comas,BK-R93R-56,639
15/01/17,SO45173,1,3578.27,AW Breña,BK-R93R-56,641
15/01/11,SO45133,1,3578.27,AW Comas,BK-R93R-56,642
15/01/22,SO45209,1,3578.27,AW Breña,BK-R93R-56,643
15/01/14,SO45151,1,3578.27,AW Comas,BK-R93R-56,644
15/01/31,SO45259,1,3578.27,AW Comas,BK-R93R-56,648
15/01/09,SO45122,1,3578.27,AW Breña,BK-R93R-56,649
15/01/30,SO45253,1,3578.27,AW Breña,BK-R93R-56,650
15/01/30,SO45254,1,3578.27,AW Breña,BK-R93R-56,652
15/01/30,SO45255,1,3578.27,AW Comas,BK-R93R-56,653
15/02/10,SO45407,1,3578.27,AW Breña,BK-R93R-56,655
15/02/10,SO45408,1,3578.27,AW Breña,BK-R93R-56,656
15/02/15,SO45442,1,3578.27,AW Comas,BK-R93R-56,657
15/02/26,SO45496,1,3578.27,AW Mall del Sur,BK-R93R-56,658
15/04/05,SO45842,1,3578.27,AW Breña,BK-R93R-56,659
15/04/08,SO45859,1,3578.27,AW Lurin,BK-R93R-56,662
15/04/09,SO45863,1,3578.27,AW Breña,BK-R93R-56,663
15/04/11,SO45873,1,3578.27,AW Comas,BK-R93R-56,664
15/04/16,SO45911,1,3578.27,AW Breña,BK-R93R-56,668
15/04/23,SO45960,1,3578.27,AW Breña,BK-R93R-56,671
15/04/27,SO45988,1,3578.27,AW Comas,BK-R93R-56,672
15/04/22,SO45954,1,3578.27,AW Comas,BK-R93R-56,673
15/04/27,SO45985,1,3578.27,AW Breña,BK-R93R-56,677
15/04/27,SO45986,1,3578.27,AW Breña,BK-R93R-56,679
15/04/27,SO45990,1,3578.27,AW Lurin,BK-R93R-56,681
15/04/30,SO46017,1,3578.27,AW Breña,BK-R93R-56,683
15/05/07,SO46156,1,3578.27,AW Breña,BK-R93R-56,689
15/05/13,SO46195,1,3578.27,AW Comas,BK-R93R-56,691
15/05/13,SO46192,1,3578.27,AW Lurin,BK-R93R-56,692
15/05/15,SO46213,1,3578.27,AW Breña,BK-R93R-56,693
15/05/19,SO46246,1,3578.27,AW Comas,BK-R93R-56,696
15/05/26,SO46298,1,3578.27,AW Breña,BK-R93R-56,701
15/05/26,SO46296,1,3578.27,AW Breña,BK-R93R-56,702
15/05/29,SO46311,1,3578.27,AW Lurin,BK-R93R-56,704
15/05/30,SO46312,1,3578.27,AW Breña,BK-R93R-56,706
15/06/05,SO46417,1,3578.27,AW Breña,BK-R93R-56,709
15/06/07,SO46430,1,3578.27,AW Lurin,BK-R93R-56,711
15/06/10,SO46450,1,3578.27,AW Breña,BK-R93R-56,712
15/06/12,SO46467,1,3578.27,AW Comas,BK-R93R-56,713
15/06/18,SO46500,1,3578.27,AW Comas,BK-R93R-56,716
15/06/21,SO46529,1,3578.27,AW Comas,BK-R93R-56,719
15/06/22,SO46539,1,3578.27,AW Breña,BK-R93R-56,720
15/06/24,SO46558,1,3578.27,AW Comas,BK-R93R-56,722
15/06/26,SO46573,1,3578.27,AW Lurin,BK-R93R-56,725
15/06/26,SO46572,1,3578.27,AW Lurin,BK-R93R-56,726
15/06/27,SO46581,1,3578.27,AW Breña,BK-R93R-56,727
15/06/27,SO46578,1,3578.27,AW Comas,BK-R93R-56,730
15/06/27,SO46582,1,3578.27,AW Comas,BK-R93R-56,731
15/06/28,SO46587,1,3578.27,AW Comas,BK-R93R-56,732
15/06/29,SO46593,1,3578.27,AW Comas,BK-R93R-56,733
15/04/27,SO45983,1,3578.27,AW Trujillo,BK-R93R-56,736
15/05/03,SO46128,1,3578.27,AW Trujillo,BK-R93R-56,738
15/05/18,SO46245,1,3578.27,AW Trujillo,BK-R93R-56,741
15/06/02,SO46403,1,3578.27,AW Trujillo,BK-R93R-56,744
15/06/08,SO46442,1,3578.27,AW Trujillo,BK-R93R-56,745
15/06/28,SO46585,1,3578.27,AW Trujillo,BK-R93R-56,746
15/06/02,SO46394,1,3578.27,AW Trujillo,BK-R93R-56,747
15/04/15,SO45902,1,3578.27,AW Huancayo,BK-R93R-56,750
15/05/12,SO46185,1,3578.27,AW Huancayo,BK-R93R-56,752
15/05/20,SO46256,1,3578.27,AW Huancayo,BK-R93R-56,753
15/06/08,SO46443,1,3578.27,AW Huancayo,BK-R93R-56,754
15/06/10,SO46455,1,3578.27,AW Huancayo,BK-R93R-56,755
15/06/01,SO46393,1,3578.27,AW Huancayo,BK-R93R-56,756
15/04/30,SO46021,1,3578.27,AW Arequipa,BK-R93R-56,758
15/04/11,SO45876,1,3578.27,AW Arequipa,BK-R93R-56,759
15/04/03,SO45830,1,3578.27,AW Arequipa,BK-R93R-56,760
15/04/25,SO45976,1,3578.27,AW Arequipa,BK-R93R-56,763
15/05/13,SO46199,1,3578.27,AW Arequipa,BK-R93R-56,767
15/05/26,SO46299,1,3578.27,AW Arequipa,BK-R93R-56,768
15/05/18,SO46242,1,3578.27,AW Arequipa,BK-R93R-56,771
15/05/22,SO46266,1,3578.27,AW Arequipa,BK-R93R-56,772
15/05/28,SO46307,1,3578.27,AW Arequipa,BK-R93R-56,773
15/05/22,SO46267,1,3578.27,AW Arequipa,BK-R93R-56,775
15/05/26,SO46300,1,3578.27,AW Arequipa,BK-R93R-56,776
15/05/15,SO46216,1,3578.27,AW Arequipa,BK-R93R-56,777
15/05/13,SO46201,1,3578.27,AW Arequipa,BK-R93R-56,779
15/05/01,SO46118,1,3578.27,AW Arequipa,BK-R93R-56,780
15/05/15,SO46217,1,3578.27,AW Arequipa,BK-R93R-56,783
15/06/19,SO46518,1,3578.27,AW Arequipa,BK-R93R-56,786
15/06/20,SO46525,1,3578.27,AW Arequipa,BK-R93R-56,787
15/06/29,SO46594,1,3578.27,AW Arequipa,BK-R93R-56,788
15/06/02,SO46399,1,3578.27,AW Arequipa,BK-R93R-56,789
15/06/22,SO46540,1,3578.27,AW Arequipa,BK-R93R-56,791
15/06/02,SO46400,1,3578.27,AW Arequipa,BK-R93R-56,792
15/04/06,SO45846,1,3578.27,AW Mall del Sur,BK-R93R-56,798
15/04/03,SO45825,1,3578.27,AW Mall del Sur,BK-R93R-56,799
15/04/17,SO45922,1,3578.27,AW Mall del Sur,BK-R93R-56,801
15/04/22,SO45953,1,3578.27,AW Mall del Sur,BK-R93R-56,802
15/05/04,SO46132,1,3578.27,AW Mall del Sur,BK-R93R-56,803
15/05/16,SO46221,1,3578.27,AW Mall del Sur,BK-R93R-56,804
15/05/17,SO46233,1,3578.27,AW Mall del Sur,BK-R93R-56,805
15/05/18,SO46240,1,3578.27,AW Mall del Sur,BK-R93R-56,806
15/06/04,SO46411,1,3578.27,AW Mall del Sur,BK-R93R-56,811
15/06/17,SO46491,1,3578.27,AW Mall del Sur,BK-R93R-56,812
15/01/10,SO45126,1,3578.27,AW Lurin,BK-R93R-44,518
15/02/14,SO45434,1,3578.27,AW Breña,BK-R93R-44,519
15/02/18,SO45453,1,3578.27,AW Lurin,BK-R93R-44,520
15/03/13,SO45657,1,3578.27,AW Comas,BK-R93R-44,521
15/03/22,SO45718,1,3578.27,AW Breña,BK-R93R-44,523
15/03/01,SO45583,1,3578.27,AW Comas,BK-R93R-44,524
15/03/23,SO45723,1,3578.27,AW Breña,BK-R93R-44,525
15/03/18,SO45695,1,3578.27,AW Breña,BK-R93R-44,526
15/03/09,SO45636,1,3578.27,AW Comas,BK-R93R-44,527
15/03/28,SO45760,1,3578.27,AW Breña,BK-R93R-44,532
15/02/28,SO45511,1,3578.27,AW Lurin,BK-R93R-44,533
15/03/02,SO45586,1,3578.27,AW Lurin,BK-R93R-44,534
15/03/04,SO45605,1,3578.27,AW Breña,BK-R93R-44,536
15/03/06,SO45618,1,3578.27,AW Lurin,BK-R93R-44,538
15/03/19,SO45701,1,3578.27,AW Breña,BK-R93R-44,543
15/03/24,SO45732,1,3578.27,AW Breña,BK-R93R-44,544
15/03/24,SO45733,1,3578.27,AW Breña,BK-R93R-44,546
15/03/27,SO45754,1,3578.27,AW Comas,BK-R93R-44,547
15/02/04,SO45364,1,3578.27,AW Trujillo,BK-R93R-44,551
15/03/17,SO45683,1,3578.27,AW Trujillo,BK-R93R-44,554
15/03/07,SO45623,1,3578.27,AW Trujillo,BK-R93R-44,555
15/03/04,SO45609,1,3578.27,AW Trujillo,BK-R93R-44,556
15/03/26,SO45749,1,3578.27,AW Trujillo,BK-R93R-44,558
15/01/19,SO45188,1,3578.27,AW Huancayo,BK-R93R-44,561
15/01/07,SO45109,1,3578.27,AW Huancayo,BK-R93R-44,562
15/01/18,SO45180,1,3578.27,AW Huancayo,BK-R93R-44,564
15/03/06,SO45617,1,3578.27,AW Huancayo,BK-R93R-44,566
15/01/16,SO45167,1,3578.27,AW Arequipa,BK-R93R-44,567
15/01/07,SO45110,1,3578.27,AW Arequipa,BK-R93R-44,568
15/01/24,SO45224,1,3578.27,AW Arequipa,BK-R93R-44,572
15/01/22,SO45211,1,3578.27,AW Arequipa,BK-R93R-44,573
15/01/20,SO45196,1,3578.27,AW Arequipa,BK-R93R-44,576
15/01/12,SO45144,1,3578.27,AW Arequipa,BK-R93R-44,586
15/02/11,SO45418,1,3578.27,AW Arequipa,BK-R93R-44,588
15/02/01,SO45348,1,3578.27,AW Arequipa,BK-R93R-44,592
15/02/24,SO45488,1,3578.27,AW Arequipa,BK-R93R-44,593
15/02/19,SO45458,1,3578.27,AW Arequipa,BK-R93R-44,595
15/02/21,SO45466,1,3578.27,AW Arequipa,BK-R93R-44,596
15/02/01,SO45350,1,3578.27,AW Arequipa,BK-R93R-44,597
15/02/26,SO45506,1,3578.27,AW Arequipa,BK-R93R-44,599
15/03/02,SO45590,1,3578.27,AW Arequipa,BK-R93R-44,601
15/03/12,SO45651,1,3578.27,AW Arequipa,BK-R93R-44,603
15/03/09,SO45639,1,3578.27,AW Arequipa,BK-R93R-44,605
15/03/06,SO45619,1,3578.27,AW Arequipa,BK-R93R-44,608
15/03/30,SO45773,1,3578.27,AW Arequipa,BK-R93R-44,614
15/03/29,SO45770,1,3578.27,AW Arequipa,BK-R93R-44,616
15/03/09,SO45640,1,3578.27,AW Arequipa,BK-R93R-44,619
15/03/24,SO45737,1,3578.27,AW Arequipa,BK-R93R-44,620
15/03/26,SO45753,1,3578.27,AW Arequipa,BK-R93R-44,621
15/01/12,SO45142,1,3578.27,AW Mall del Sur,BK-R93R-44,623
15/01/09,SO45123,1,3578.27,AW Mall del Sur,BK-R93R-44,625
15/02/22,SO45468,1,3578.27,AW Mall del Sur,BK-R93R-44,627
15/03/10,SO45641,1,3578.27,AW Mall del Sur,BK-R93R-44,628
15/03/20,SO45705,1,3578.27,AW Mall del Sur,BK-R93R-44,629
15/02/25,SO45491,1,3578.27,AW Mall del Sur,BK-R93R-44,630
15/02/13,SO45431,1,3578.27,AW Mall del Sur,BK-R93R-44,631
15/02/12,SO45424,1,3578.27,AW Mall del Sur,BK-R93R-44,633
15/02/26,SO45497,1,3578.27,AW Mall del Sur,BK-R93R-44,635
15/02/20,SO45461,1,3578.27,AW Mall del Sur,BK-R93R-44,637
15/01/21,SO45200,1,3578.27,AW Breña,BK-R93R-44,640
15/01/28,SO45241,1,3578.27,AW Breña,BK-R93R-44,645
15/01/08,SO45116,1,3578.27,AW Comas,BK-R93R-44,646
15/01/28,SO45242,1,3578.27,AW Comas,BK-R93R-44,647
15/01/22,SO45210,1,3578.27,AW Breña,BK-R93R-44,651
15/02/17,SO45451,1,3578.27,AW Breña,BK-R93R-44,654
15/04/05,SO45841,1,3578.27,AW Lurin,BK-R93R-44,660
15/04/08,SO45861,1,3578.27,AW Lurin,BK-R93R-44,661
15/04/14,SO45895,1,3578.27,AW Breña,BK-R93R-44,665
15/04/14,SO45896,1,3578.27,AW Lurin,BK-R93R-44,666
15/04/20,SO45938,1,3578.27,AW Breña,BK-R93R-44,667
15/04/16,SO45910,1,3578.27,AW Breña,BK-R93R-44,669
15/04/29,SO46004,1,3578.27,AW Breña,BK-R93R-44,670
15/04/30,SO46013,1,3578.27,AW Breña,BK-R93R-44,674
15/04/23,SO45958,1,3578.27,AW Breña,BK-R93R-44,675
15/04/23,SO45959,1,3578.27,AW Breña,BK-R93R-44,676
15/04/24,SO45968,1,3578.27,AW Breña,BK-R93R-44,678
15/04/27,SO45989,1,3578.27,AW Lurin,BK-R93R-44,680
15/04/28,SO45994,1,3578.27,AW Breña,BK-R93R-44,682
15/05/01,SO46110,1,3578.27,AW Breña,BK-R93R-44,684
15/05/01,SO46111,1,3578.27,AW Comas,BK-R93R-44,685
15/05/04,SO46130,1,3578.27,AW Breña,BK-R93R-44,686
15/05/04,SO46138,1,3578.27,AW Lurin,BK-R93R-44,687
15/05/06,SO46149,1,3578.27,AW Comas,BK-R93R-44,688
15/05/08,SO46161,1,3578.27,AW Lurin,BK-R93R-44,690
15/05/15,SO46214,1,3578.27,AW Breña,BK-R93R-44,694
15/05/17,SO46232,1,3578.27,AW Breña,BK-R93R-44,695
