"cliente","genero","nivel_educativo","ocupacion","propietario_casa","estado_civil","ingreso_anual","numero_hijos","unidades_compradas"
"1564","M","Secundaria Incompleta","Empleado","Si","Casado",40000,2,"1"
"1565","M","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"1566","F","Secundaria Completa","Comerciante","Si","Soltero",20000,2,"1"
"1567","F","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"1568","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,3,"1"
"1569","M","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"157","F","Secundaria Completa","Empleado","Si","Soltero",80000,2,"1"
"1570","F","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"1571","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1572","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1573","F","Universitaria Incompleta","Independiente","Si","Casado",130000,2,"1"
"1574","F","Secundaria Completa","Independiente","Si","Casado",120000,3,"1"
"1575","F","Secundaria Completa","Independiente","Si","Soltero",120000,3,"1"
"1576","F","Universitaria Incompleta","Independiente","Si","Casado",130000,3,"1"
"1577","F","Universitaria Incompleta","Comerciante","No","Casado",10000,0,"1"
"1578","M","Universitaria Postgrado","Comerciante","No","Casado",10000,0,"1"
"1579","F","Universitaria Postgrado","Deportista","Si","Casado",20000,1,"1"
"158","F","Secundaria Completa","Independiente","Si","Soltero",70000,2,"1"
"1580","M","Universitaria Postgrado","Deportista","Si","Casado",20000,1,"1"
"1581","M","Universitaria Completa","Comerciante","Si","Casado",10000,1,"1"
"1582","F","Universitaria Postgrado","Deportista","Si","Casado",20000,1,"1"
"1583","F","Universitaria Incompleta","Comerciante","Si","Casado",10000,2,"1"
"1584","M","Universitaria Incompleta","Comerciante","Si","Soltero",10000,2,"1"
"1585","F","Universitaria Incompleta","Comerciante","Si","Casado",20000,1,"1"
"1586","M","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"1587","M","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1588","M","Universitaria Completa","Independiente","Si","Casado",90000,0,"1"
"1589","M","Universitaria Incompleta","Comerciante","No","Soltero",20000,1,"1"
"159","F","Universitaria Completa","Independiente","Si","Casado",70000,0,"1"
"1590","F","Universitaria Incompleta","Comerciante","Si","Casado",20000,2,"1"
"1591","M","Universitaria Completa","Deportista","Si","Casado",30000,0,"1"
"1592","M","Universitaria Postgrado","Deportista","Si","Casado",40000,3,"1"
"1593","F","Secundaria Completa","Comerciante","Si","Soltero",10000,2,"1"
"1594","F","Universitaria Completa","Deportista","No","Casado",30000,0,"1"
"1595","M","Universitaria Postgrado","Empresario","No","Casado",150000,3,"1"
"1596","M","Universitaria Incompleta","Independiente","No","Casado",80000,4,"1"
"1597","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1598","M","Universitaria Incompleta","Independiente","No","Casado",130000,5,"1"
"1599","M","Universitaria Completa","Empresario","Si","Casado",150000,2,"1"
"16","M","Universitaria Postgrado","Independiente","Si","Casado",70000,4,"1"
"160","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1600","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1601","M","Universitaria Incompleta","Empresario","No","Casado",110000,0,"1"
"1602","F","Secundaria Incompleta","Independiente","Si","Casado",100000,0,"1"
"1603","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1604","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"1605","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1606","F","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1607","F","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"1608","M","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"1609","F","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"161","F","Secundaria Incompleta","Independiente","No","Casado",120000,0,"1"
"1610","F","Universitaria Completa","Independiente","No","Soltero",80000,0,"1"
"1611","F","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"1612","F","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1613","M","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"1614","F","Secundaria Incompleta","Independiente","Si","Soltero",120000,5,"1"
"1615","F","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"1616","M","Universitaria Completa","Independiente","Si","Casado",90000,0,"1"
"1617","F","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"1618","M","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1619","F","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"162","F","Secundaria Completa","Empresario","Si","Casado",110000,0,"1"
"1620","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1621","F","Universitaria Completa","Independiente","Si","Casado",80000,0,"1"
"1622","M","Secundaria Completa","Empresario","Si","Casado",110000,0,"1"
"1623","F","Secundaria Incompleta","Independiente","Si","Casado",110000,0,"1"
"1624","M","Secundaria Incompleta","Independiente","Si","Casado",110000,0,"1"
"1625","M","Universitaria Completa","Empresario","Si","Casado",160000,0,"1"
"1626","M","Secundaria Completa","Empleado","Si","Casado",10000,5,"1"
"1627","F","Universitaria Completa","Independiente","No","Soltero",60000,2,"1"
"1628","F","Secundaria Completa","Empleado","Si","Soltero",70000,2,"1"
"1629","F","Universitaria Postgrado","Empresario","No","Casado",90000,1,"1"
"163","F","Universitaria Incompleta","Comerciante","No","Casado",10000,0,"1"
"1630","F","Universitaria Postgrado","Empresario","Si","Soltero",100000,1,"1"
"1631","M","Universitaria Postgrado","Empresario","Si","Casado",110000,1,"1"
"1632","F","Universitaria Postgrado","Empresario","Si","Soltero",80000,4,"1"
"1633","F","Universitaria Completa","Independiente","Si","Soltero",70000,5,"1"
"1634","M","Universitaria Incompleta","Empleado","No","Soltero",80000,2,"1"
"1635","F","Universitaria Completa","Independiente","Si","Casado",60000,3,"1"
"1636","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1637","M","Universitaria Incompleta","Deportista","No","Casado",30000,2,"1"
"1638","M","Universitaria Completa","Empresario","No","Casado",40000,2,"1"
"1639","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,2,"1"
"164","F","Universitaria Completa","Deportista","Si","Casado",20000,0,"1"
"1640","F","Universitaria Incompleta","Empleado","No","Casado",40000,3,"1"
"1641","M","Universitaria Incompleta","Empleado","No","Casado",40000,3,"1"
"1642","M","Secundaria Completa","Empleado","No","Casado",80000,2,"1"
"1643","M","Universitaria Postgrado","Empresario","Si","Soltero",130000,0,"1"
"1644","F","Universitaria Completa","Empresario","Si","Casado",120000,1,"1"
"1645","F","Universitaria Postgrado","Empresario","No","Soltero",130000,0,"1"
"1646","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1647","F","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"1648","M","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"1649","F","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"165","F","Secundaria Completa","Comerciante","No","Casado",10000,0,"1"
"1650","M","Universitaria Completa","Independiente","No","Soltero",100000,0,"1"
"1651","F","Universitaria Completa","Independiente","No","Soltero",100000,0,"1"
"1652","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1653","F","Universitaria Completa","Independiente","Si","Casado",80000,0,"1"
"1654","F","Universitaria Incompleta","Empleado","No","Soltero",70000,1,"1"
"1655","M","Universitaria Incompleta","Deportista","No","Casado",30000,2,"1"
"1656","M","Universitaria Postgrado","Empresario","Si","Casado",70000,2,"1"
"1657","F","Universitaria Completa","Deportista","Si","Casado",20000,0,"1"
"1658","F","Universitaria Incompleta","Comerciante","Si","Soltero",10000,0,"1"
"1659","F","Universitaria Incompleta","Comerciante","Si","Soltero",10000,0,"1"
"166","F","Secundaria Incompleta","Empleado","No","Casado",60000,2,"1"
"1660","F","Universitaria Completa","Deportista","No","Casado",20000,0,"1"
"1661","M","Secundaria Completa","Empleado","Si","Casado",40000,4,"1"
"1662","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1663","F","Universitaria Postgrado","Empleado","Si","Casado",60000,1,"1"
"1664","F","Secundaria Completa","Independiente","No","Casado",60000,2,"1"
"1665","F","Secundaria Incompleta","Empleado","No","Casado",60000,2,"1"
"1666","F","Universitaria Postgrado","Empresario","Si","Soltero",70000,3,"1"
"1667","F","Universitaria Incompleta","Independiente","Si","Soltero",70000,3,"1"
"1668","M","Universitaria Postgrado","Independiente","Si","Casado",60000,1,"1"
"1669","M","Universitaria Incompleta","Independiente","No","Soltero",40000,3,"1"
"167","F","Universitaria Completa","Empresario","No","Soltero",50000,4,"1"
"1670","F","Universitaria Incompleta","Independiente","No","Casado",40000,3,"1"
"1671","M","Secundaria Completa","Empleado","No","Soltero",30000,0,"1"
"1672","M","Secundaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"1673","M","Universitaria Completa","Empresario","Si","Soltero",80000,0,"1"
"1674","M","Universitaria Postgrado","Empleado","Si","Casado",50000,0,"1"
"1675","M","Universitaria Postgrado","Empleado","Si","Casado",80000,0,"1"
"1676","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"1677","M","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"1678","F","Universitaria Postgrado","Empleado","Si","Soltero",50000,0,"1"
"1679","M","Universitaria Postgrado","Empleado","Si","Soltero",60000,1,"1"
"168","F","Universitaria Postgrado","Independiente","Si","Casado",60000,1,"1"
"1680","F","Universitaria Completa","Empleado","Si","Casado",50000,1,"1"
"1681","F","Universitaria Completa","Empleado","Si","Casado",50000,1,"1"
"1682","M","Universitaria Postgrado","Independiente","No","Soltero",70000,1,"1"
"1683","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1684","M","Universitaria Completa","Empleado","Si","Casado",60000,2,"1"
"1685","F","Universitaria Completa","Empleado","No","Soltero",60000,2,"1"
"1686","F","Universitaria Postgrado","Independiente","Si","Soltero",60000,1,"1"
"1687","F","Universitaria Postgrado","Independiente","Si","Casado",60000,1,"1"
"1688","F","Universitaria Postgrado","Independiente","Si","Casado",60000,1,"1"
"1689","F","Universitaria Completa","Empleado","Si","Casado",70000,2,"1"
"169","NA","Universitaria Postgrado","Empleado","Si","Casado",40000,0,"1"
"1690","M","Universitaria Completa","Independiente","No","Soltero",40000,0,"1"
"1691","F","Universitaria Postgrado","Independiente","No","Soltero",70000,3,"1"
"1692","M","Universitaria Postgrado","Independiente","Si","Casado",70000,3,"1"
"1693","M","Universitaria Completa","Empleado","No","Soltero",50000,2,"1"
"1694","F","Universitaria Postgrado","Independiente","Si","Soltero",70000,4,"1"
"1695","M","Universitaria Postgrado","Independiente","No","Soltero",80000,3,"1"
"1696","M","Secundaria Incompleta","Empleado","Si","Casado",30000,5,"1"
"1697","M","Secundaria Completa","Independiente","No","Soltero",40000,5,"1"
"1698","M","Secundaria Completa","Independiente","Si","Casado",40000,5,"1"
"1699","F","Universitaria Incompleta","Independiente","Si","Casado",60000,2,"1"
"17","M","Universitaria Completa","Empleado","Si","Casado",60000,2,"1"
"170","F","Secundaria Completa","Empleado","No","Soltero",30000,0,"1"
"1700","M","Universitaria Incompleta","Independiente","Si","Soltero",60000,2,"1"
"1701","M","Universitaria Incompleta","Independiente","Si","Casado",70000,5,"1"
"1702","F","Universitaria Incompleta","Independiente","No","Soltero",60000,2,"1"
"1703","M","Secundaria Completa","Independiente","No","Casado",60000,2,"1"
"1704","F","Universitaria Completa","Empresario","No","Soltero",80000,0,"1"
"1705","M","Universitaria Completa","Empresario","Si","Soltero",90000,4,"1"
"1706","F","Universitaria Completa","Empresario","Si","Soltero",100000,0,"1"
"1707","M","Universitaria Postgrado","Empresario","Si","Casado",110000,2,"1"
"1708","F","Universitaria Incompleta","Empleado","No","Casado",60000,0,"1"
"1709","M","Universitaria Incompleta","Empleado","Si","Casado",60000,0,"1"
"171","F","Secundaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"1710","F","Universitaria Incompleta","Empleado","Si","Casado",60000,0,"1"
"1711","M","Universitaria Completa","Empleado","Si","Soltero",60000,4,"1"
"1712","F","Universitaria Postgrado","Independiente","Si","Casado",60000,3,"1"
"1713","M","Universitaria Postgrado","Independiente","No","Soltero",60000,3,"1"
"1714","F","Universitaria Incompleta","Empleado","Si","Casado",70000,1,"1"
"1715","F","Universitaria Incompleta","Empleado","Si","Casado",70000,1,"1"
"1716","F","Universitaria Incompleta","Empleado","Si","Casado",70000,1,"1"
"1717","M","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1718","M","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1719","F","Universitaria Postgrado","Independiente","Si","Soltero",60000,0,"1"
"172","F","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"1720","M","Universitaria Postgrado","Independiente","No","Soltero",60000,0,"1"
"1721","M","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1722","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1723","M","Universitaria Incompleta","Empleado","No","Casado",60000,1,"1"
"1724","M","Universitaria Postgrado","Independiente","Si","Soltero",80000,1,"1"
"1725","F","Universitaria Incompleta","Empleado","Si","Casado",80000,1,"1"
"1726","F","Universitaria Completa","Independiente","Si","Soltero",60000,1,"1"
"1727","M","Universitaria Postgrado","Independiente","Si","Soltero",80000,5,"1"
"1728","M","Secundaria Completa","Independiente","Si","Soltero",60000,2,"1"
"1729","M","Universitaria Completa","Deportista","Si","Soltero",30000,0,"1"
"173","F","Universitaria Incompleta","Empleado","No","Soltero",60000,0,"1"
"1730","F","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"1731","M","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"1732","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1733","F","Secundaria Completa","Comerciante","Si","Soltero",30000,0,"1"
"1734","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1735","F","Universitaria Incompleta","Comerciante","No","Soltero",10000,3,"1"
"1736","M","Universitaria Incompleta","Comerciante","No","Soltero",20000,2,"1"
"1737","F","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"1738","M","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"1739","F","Secundaria Completa","Comerciante","No","Soltero",30000,0,"1"
"174","F","Universitaria Postgrado","Empleado","Si","Soltero",50000,0,"1"
"1740","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1741","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1742","M","Universitaria Incompleta","Deportista","Si","Casado",40000,2,"1"
"1743","M","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"1744","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1745","M","Secundaria Completa","Comerciante","No","Soltero",30000,0,"1"
"1746","F","Universitaria Completa","Deportista","Si","Soltero",40000,0,"1"
"1747","F","Secundaria Incompleta","Comerciante","Si","Soltero",10000,5,"1"
"1748","M","Secundaria Completa","Comerciante","No","Soltero",20000,1,"1"
"1749","M","Secundaria Completa","Comerciante","Si","Soltero",20000,2,"1"
"175","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1750","M","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"1751","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,0,"1"
"1752","F","Secundaria Completa","Comerciante","No","Soltero",20000,0,"1"
"1753","M","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"1754","M","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"1755","F","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"1756","M","Universitaria Completa","Empresario","Si","Casado",170000,2,"1"
"1757","F","Secundaria Completa","Independiente","Si","Casado",120000,3,"1"
"1758","F","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"1759","F","Secundaria Incompleta","Independiente","Si","Soltero",120000,0,"1"
"176","F","Universitaria Postgrado","Independiente","No","Soltero",60000,0,"1"
"1760","M","Universitaria Postgrado","Comerciante","Si","Casado",10000,1,"1"
"1761","F","Universitaria Postgrado","Comerciante","Si","Casado",20000,1,"1"
"1762","F","Universitaria Postgrado","Deportista","Si","Casado",20000,1,"1"
"1763","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1764","F","Universitaria Completa","Deportista","Si","Casado",10000,1,"1"
"1765","M","Universitaria Incompleta","Comerciante","Si","Casado",10000,2,"1"
"1766","F","Universitaria Incompleta","Comerciante","Si","Soltero",10000,2,"1"
"1767","M","Universitaria Incompleta","Empresario","No","Casado",110000,0,"1"
"1768","F","Universitaria Completa","Independiente","Si","Casado",80000,0,"1"
"1769","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"177","F","Secundaria Completa","Independiente","Si","Casado",60000,2,"1"
"1770","M","Universitaria Incompleta","Comerciante","No","Soltero",20000,1,"1"
"1771","F","Universitaria Postgrado","Deportista","Si","Soltero",30000,3,"1"
"1772","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1773","F","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"1774","M","Universitaria Postgrado","Deportista","Si","Soltero",40000,0,"1"
"1775","NA","Universitaria Incompleta","Comerciante","Si","Soltero",20000,0,"1"
"1776","M","Universitaria Postgrado","Empleado","Si","Soltero",40000,0,"1"
"1777","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,3,"1"
"1778","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1779","M","Secundaria Completa","Comerciante","Si","Soltero",10000,2,"1"
"178","F","Secundaria Completa","Independiente","No","Casado",60000,2,"1"
"1780","M","Universitaria Completa","Empresario","Si","Casado",130000,3,"1"
"1781","F","Universitaria Completa","Independiente","Si","Casado",70000,0,"1"
"1782","F","Universitaria Incompleta","Independiente","Si","Casado",130000,4,"1"
"1783","F","Universitaria Completa","Empresario","No","Casado",170000,0,"1"
"1784","F","Universitaria Completa","Independiente","No","Casado",90000,0,"1"
"1785","M","Secundaria Completa","Empresario","No","Soltero",130000,4,"1"
"1786","F","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1787","M","Secundaria Completa","Empresario","No","Soltero",150000,3,"1"
"1788","F","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"1789","F","Universitaria Completa","Independiente","Si","Casado",60000,0,"1"
"179","F","Universitaria Postgrado","Empresario","No","Soltero",70000,3,"1"
"1790","M","Universitaria Completa","Independiente","Si","Casado",90000,0,"1"
"1791","M","Secundaria Completa","Comerciante","No","Soltero",30000,0,"1"
"1792","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"1793","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"1794","F","Universitaria Completa","Independiente","Si","Casado",90000,0,"1"
"1795","F","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"1796","F","Universitaria Completa","Independiente","Si","Casado",70000,0,"1"
"1797","M","Secundaria Incompleta","Independiente","Si","Casado",120000,0,"1"
"1798","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1799","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"18","M","Universitaria Postgrado","Independiente","Si","Soltero",60000,0,"1"
"180","M","Universitaria Incompleta","Independiente","No","Soltero",90000,0,"1"
"1800","M","Universitaria Incompleta","Comerciante","Si","Soltero",10000,0,"1"
"1801","M","Universitaria Incompleta","Comerciante","Si","Soltero",10000,0,"1"
"1802","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1803","F","Universitaria Incompleta","Comerciante","Si","Soltero",10000,0,"1"
"1804","M","Secundaria Completa","Comerciante","Si","Casado",10000,1,"1"
"1805","M","Universitaria Incompleta","Comerciante","Si","Casado",20000,0,"1"
"1806","M","Universitaria Completa","Independiente","No","Soltero",80000,0,"1"
"1807","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1808","M","Universitaria Completa","Independiente","Si","Casado",80000,0,"1"
"1809","F","Universitaria Completa","Independiente","No","Soltero",80000,0,"1"
"181","M","Universitaria Postgrado","Empleado","No","Soltero",60000,4,"1"
"1810","M","Secundaria Incompleta","Independiente","Si","Soltero",120000,0,"1"
"1811","F","Secundaria Incompleta","Independiente","Si","Casado",120000,0,"1"
"1812","F","Secundaria Incompleta","Independiente","Si","Casado",110000,0,"1"
"1813","F","Secundaria Incompleta","Independiente","Si","Casado",110000,0,"1"
"1814","M","Universitaria Completa","Empresario","Si","Casado",150000,0,"1"
"1815","F","Universitaria Postgrado","Empresario","Si","Soltero",90000,1,"1"
"1816","F","Universitaria Postgrado","Empresario","Si","Casado",100000,1,"1"
"1817","F","Universitaria Completa","Independiente","No","Soltero",60000,2,"1"
"1818","M","Secundaria Incompleta","Deportista","Si","Casado",10000,2,"1"
"1819","M","Secundaria Incompleta","Deportista","Si","Casado",10000,2,"1"
"182","M","Universitaria Postgrado","Independiente","No","Soltero",60000,2,"1"
"1820","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,3,"1"
"1821","M","Universitaria Completa","Independiente","Si","Casado",60000,2,"1"
"1822","M","Universitaria Postgrado","Empresario","Si","Casado",80000,5,"1"
"1823","F","Universitaria Completa","Independiente","Si","Casado",90000,2,"1"
"1824","M","Universitaria Postgrado","Empresario","Si","Soltero",130000,1,"1"
"1825","F","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"1826","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1827","M","Universitaria Incompleta","Deportista","No","Casado",30000,2,"1"
"1828","F","Universitaria Incompleta","Deportista","No","Casado",30000,3,"1"
"1829","M","Secundaria Completa","Empleado","No","Soltero",80000,2,"1"
"183","M","Universitaria Completa","Empresario","No","Casado",60000,5,"1"
"1830","M","Secundaria Completa","Empleado","No","Soltero",70000,2,"1"
"1831","M","Secundaria Completa","Independiente","No","Soltero",80000,2,"1"
"1832","F","Secundaria Completa","Independiente","No","Soltero",80000,2,"1"
"1833","F","Secundaria Completa","Independiente","No","Soltero",80000,2,"1"
"1834","M","Universitaria Postgrado","Empresario","No","Soltero",130000,0,"1"
"1835","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1836","F","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"1837","F","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"1838","F","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"1839","F","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"184","M","Secundaria Completa","Comerciante","No","Soltero",20000,2,"1"
"1840","M","Universitaria Postgrado","Empresario","Si","Soltero",110000,0,"1"
"1841","F","Universitaria Postgrado","Empresario","No","Soltero",110000,0,"1"
"1842","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"1843","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1844","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1845","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1846","F","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"1847","M","Universitaria Completa","Independiente","Si","Casado",90000,1,"1"
"1848","F","Universitaria Completa","Independiente","Si","Casado",90000,1,"1"
"1849","M","Universitaria Completa","Independiente","Si","Soltero",90000,1,"1"
"185","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1850","M","Universitaria Completa","Independiente","Si","Soltero",100000,5,"1"
"1851","F","Universitaria Postgrado","Empresario","Si","Soltero",50000,1,"1"
"1852","M","Universitaria Incompleta","Empleado","Si","Soltero",80000,1,"1"
"1853","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1854","M","Universitaria Incompleta","Comerciante","Si","Soltero",10000,0,"1"
"1855","F","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"1856","M","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"1857","F","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"1858","F","Secundaria Completa","Independiente","No","Casado",60000,2,"1"
"1859","M","Universitaria Incompleta","Empleado","Si","Casado",70000,1,"1"
"186","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"1860","F","Secundaria Completa","Independiente","No","Casado",60000,2,"1"
"1861","M","Universitaria Completa","Empleado","Si","Casado",50000,1,"1"
"1862","M","Universitaria Completa","Empleado","Si","Soltero",70000,2,"1"
"1863","F","Universitaria Completa","Independiente","Si","Soltero",40000,0,"1"
"1864","F","Universitaria Postgrado","Independiente","Si","Casado",60000,1,"1"
"1865","F","Universitaria Postgrado","Independiente","Si","Soltero",60000,0,"1"
"1866","M","Secundaria Completa","Independiente","Si","Casado",30000,4,"1"
"1867","M","Universitaria Incompleta","Deportista","Si","Soltero",40000,3,"1"
"1868","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,3,"1"
"1869","F","Universitaria Postgrado","Empleado","Si","Casado",80000,0,"1"
"187","M","Secundaria Completa","Comerciante","No","Soltero",10000,0,"1"
"1870","F","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"1871","F","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"1872","M","Universitaria Incompleta","Deportista","No","Soltero",40000,2,"1"
"1873","M","Universitaria Postgrado","Empleado","Si","Soltero",50000,0,"1"
"1874","F","Universitaria Postgrado","Empleado","Si","Casado",70000,1,"1"
"1875","M","Universitaria Postgrado","Empleado","Si","Casado",70000,1,"1"
"1876","F","Universitaria Completa","Empleado","Si","Casado",50000,1,"1"
"1877","M","Universitaria Completa","Empleado","Si","Casado",50000,1,"1"
"1878","M","Universitaria Postgrado","Empleado","No","Soltero",60000,1,"1"
"1879","F","Universitaria Postgrado","Empleado","Si","Soltero",60000,1,"1"
"188","M","Universitaria Postgrado","Empresario","No","Casado",120000,5,"1"
"1880","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"1881","F","Universitaria Postgrado","Independiente","Si","Casado",60000,1,"1"
"1882","F","Universitaria Completa","Empleado","No","Soltero",60000,2,"1"
"1883","M","Universitaria Completa","Empleado","No","Soltero",60000,2,"1"
"1884","M","Universitaria Completa","Empleado","No","Soltero",60000,2,"1"
"1885","M","Universitaria Postgrado","Independiente","Si","Casado",70000,3,"1"
"1886","F","Universitaria Postgrado","Independiente","No","Soltero",60000,1,"1"
"1887","M","Universitaria Completa","Empleado","No","Soltero",70000,2,"1"
"1888","M","Universitaria Postgrado","Independiente","Si","Casado",70000,4,"1"
"1889","M","Universitaria Postgrado","Independiente","Si","Casado",70000,4,"1"
"189","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"1890","M","Universitaria Postgrado","Independiente","No","Soltero",80000,2,"1"
"1891","F","Universitaria Completa","Empleado","Si","Casado",50000,2,"1"
"1892","F","Universitaria Completa","Empleado","Si","Casado",50000,2,"1"
"1893","F","Universitaria Postgrado","Independiente","Si","Casado",70000,4,"1"
"1894","F","Universitaria Completa","Independiente","No","Soltero",40000,0,"1"
"1895","F","Universitaria Completa","Empleado","Si","Soltero",50000,3,"1"
"1896","F","Universitaria Postgrado","Independiente","No","Soltero",60000,0,"1"
"1897","F","Secundaria Completa","Independiente","No","Casado",40000,5,"1"
"1898","M","Universitaria Completa","Empresario","Si","Soltero",70000,5,"1"
"1899","M","Universitaria Completa","Empresario","No","Soltero",70000,2,"1"
"19","M","Universitaria Postgrado","Independiente","Si","Casado",80000,3,"1"
"190","M","Universitaria Completa","Deportista","No","Soltero",20000,0,"1"
